c1,c2,c3,c4,c5x1,c5x2,c5x3,c5x4,c5x5,c5x6,c5x7,c6x1,c6x2,c6x3,c6x4,c6x5,c6x6,c6x7,c6x8,c6x9,c6x1,c6x11,c6x12,c6x13,c6x14,c6x15,c6x16,c6x17,c6x18,c7x1,c7x2,c7x3,c7x4,c7x5,c7x6,c8x1,c8x2,c8x3,c8x4,c8x5,c9x1,c9x2,c9x3,c9x4,c9x5,c9x6,c9x7,c9x8
1,1,2002,3,5,2,3,1,2,2,4,5,5,2,3,5,5,3,3,3,5,3,4,3,4,3,4,5,4,5,1,3,4,5,4,4,5,5,2,4,5,5,3,4,5,5,5,3
6,2,2002,4,2,1,4,1,3,2,4,3,3,2,4,4,5,3,5,5,4,4,5,4,3,4,3,4,5,5,2,4,3,4,4,3,5,5,1,3,3,5,5,4,5,4,5,3
6,2,2002,2,5,4,4,2,4,2,3,3,3,1,4,5,4,5,5,3,4,5,3,3,4,2,3,4,5,4,2,5,4,3,4,5,5,3,1,4,4,4,3,5,5,2,3,3
3,1,2002,4,1,4,4,3,2,3,5,4,5,2,3,4,3,3,5,3,3,5,5,4,4,3,2,5,5,3,1,3,5,4,4,4,5,5,1,4,2,5,4,3,4,4,4,5
3,1,2003,2,4,3,2,4,1,5,2,5,3,1,5,5,3,5,4,5,5,4,3,4,4,4,4,5,5,4,3,3,5,4,4,4,3,4,1,5,1,5,2,4,4,5,4,5
1,1,2002,4,5,5,2,3,3,5,2,5,1,1,5,5,5,3,5,3,4,5,4,5,4,4,1,3,3,4,1,3,5,4,4,4,5,5,1,4,4,5,2,5,4,5,5,4
1,2,2004,3,1,3,5,2,1,4,4,3,4,3,3,3,3,4,4,5,4,4,4,3,3,4,3,4,4,3,1,5,3,4,5,4,5,4,2,4,4,4,4,4,5,5,4,5
3,1,2002,4,3,3,3,2,1,3,2,4,5,2,4,5,4,2,4,5,5,4,5,4,4,3,5,4,4,3,1,4,4,4,5,3,4,5,2,5,5,5,5,5,4,4,5,4
6,1,2002,3,1,4,4,1,3,3,4,4,5,3,4,4,4,3,5,4,3,3,4,4,5,4,3,5,3,3,2,5,5,4,5,5,3,4,2,4,4,4,4,3,4,5,4,5
3,2,2003,4,3,1,3,3,2,4,3,3,3,1,5,4,4,5,5,3,3,4,3,4,4,3,3,3,4,3,3,5,4,4,4,4,5,5,3,4,5,3,5,4,5,4,5,4
6,2,2002,3,1,5,4,3,2,2,4,4,4,1,5,4,4,4,4,3,4,4,4,3,5,2,4,2,4,3,1,4,3,4,5,5,5,4,3,5,4,4,4,4,5,4,4,3
5,2,2002,3,1,1,3,2,1,1,1,5,3,2,4,4,5,2,3,5,5,4,5,3,5,5,3,3,4,4,3,3,4,3,4,5,5,4,2,5,5,4,4,5,4,2,4,3
4,2,2002,4,3,5,2,2,3,2,4,4,4,2,3,4,4,5,3,4,4,4,4,4,3,3,3,3,3,5,3,3,5,4,5,4,4,4,1,5,5,2,5,3,4,2,4,4
4,2,2003,4,5,1,3,2,3,4,4,5,4,1,4,5,4,4,4,4,5,5,3,5,5,3,3,5,3,4,2,3,4,4,4,5,5,5,1,4,4,4,5,4,4,2,5,3
6,2,2003,3,3,4,4,3,1,3,4,3,4,2,3,4,4,4,4,5,4,4,4,4,5,4,2,3,5,5,1,4,4,4,4,5,5,5,1,4,2,5,5,4,4,4,4,4
2,2,2004,4,1,5,4,3,2,5,5,5,4,2,5,4,3,4,3,3,4,4,3,5,4,2,5,3,3,4,2,3,3,4,4,4,5,5,2,4,4,5,5,5,3,2,5,4
1,1,2003,4,2,4,3,1,1,3,5,3,5,2,5,5,3,3,5,5,3,4,3,3,5,2,4,3,3,3,3,5,3,5,4,4,5,5,1,5,5,4,5,4,5,2,4,4
6,1,2002,3,3,4,5,3,1,5,5,5,4,2,3,5,5,4,5,3,4,4,3,4,5,4,4,5,3,4,2,3,3,3,5,5,5,3,1,4,4,3,5,3,4,5,5,3
5,2,2003,2,1,3,2,1,2,5,5,5,4,3,5,5,3,4,4,4,4,5,3,3,4,4,4,5,5,3,3,4,5,5,5,5,5,5,2,4,3,4,3,4,4,4,4,4
6,2,2004,3,1,2,3,4,1,1,4,4,4,2,4,4,5,4,3,4,5,5,3,5,3,5,3,3,5,3,3,4,4,4,5,5,5,5,3,4,3,2,5,4,4,4,4,5
7,1,2004,3,1,3,5,3,4,5,3,3,4,3,4,5,3,4,4,4,4,3,4,4,3,3,4,4,5,3,3,4,3,5,4,4,4,4,2,5,3,5,3,4,4,4,5,4
4,2,2003,4,1,4,2,1,3,3,5,4,5,2,5,3,3,3,3,4,4,4,4,5,3,3,3,2,3,3,3,5,5,4,4,5,5,5,2,4,4,3,5,3,4,5,5,3
1,2,2003,3,1,3,5,3,2,5,3,5,5,2,5,4,4,4,4,3,4,5,4,3,4,4,4,5,5,5,4,3,4,5,5,4,5,5,1,5,2,4,3,5,5,4,5,4
2,2,2004,3,3,3,4,2,1,5,5,3,4,1,5,5,4,5,4,4,4,4,5,3,5,3,3,4,4,5,2,3,5,4,5,4,5,4,1,4,4,5,5,5,4,4,3,5
7,1,2002,3,1,4,3,3,3,5,5,3,3,1,5,5,4,4,3,3,3,3,5,5,3,3,1,5,3,4,2,3,3,4,4,4,4,5,1,5,5,3,5,3,5,5,5,4
3,2,2004,3,1,5,3,2,5,4,5,4,5,1,4,5,4,3,3,3,5,5,5,3,4,4,1,4,5,3,3,4,4,4,4,4,5,5,1,4,1,4,3,4,3,5,4,4
5,2,2002,3,3,4,5,3,1,4,4,3,1,2,5,5,3,5,5,4,4,5,3,3,4,5,3,4,5,4,4,3,3,5,5,3,4,5,1,4,3,5,5,4,5,4,5,4
2,1,2004,3,1,2,3,2,2,4,4,3,5,1,5,5,4,3,4,3,5,4,5,5,3,4,1,3,3,5,1,5,5,5,4,4,4,4,3,4,5,5,4,5,3,5,4,4
1,1,2003,4,1,3,5,2,1,3,5,5,2,1,3,5,4,3,3,3,3,4,4,4,5,5,3,4,3,3,5,5,5,5,5,3,5,5,1,4,5,3,4,5,3,5,5,4
5,1,2002,4,1,2,4,5,2,3,3,5,5,2,5,4,4,3,4,4,4,5,5,3,3,3,5,3,3,4,3,4,4,5,5,4,5,5,2,4,5,4,5,4,5,4,4,4
1,2,2002,3,2,1,5,2,1,5,3,5,4,1,5,4,3,4,4,3,4,4,4,3,3,4,2,5,3,5,4,5,5,4,5,5,3,4,3,4,3,5,2,3,3,4,4,3
6,1,2004,3,1,3,5,1,3,4,2,5,4,3,4,3,4,3,4,3,5,5,4,5,4,4,3,5,3,3,1,4,4,4,5,3,4,3,1,4,4,4,3,4,5,2,4,4
2,1,2003,3,3,4,3,2,1,3,4,2,4,1,4,5,4,5,5,3,4,5,5,3,4,4,3,3,3,5,2,3,5,4,4,5,5,4,1,5,3,5,3,3,4,2,5,5
1,1,2002,3,3,2,4,1,1,5,5,4,1,2,3,4,3,3,3,3,4,4,3,5,3,4,5,3,4,5,3,5,5,4,5,5,5,3,1,4,4,4,3,5,3,2,4,3
1,2,2003,4,3,5,4,5,1,3,5,3,4,1,5,4,4,4,3,5,3,4,3,5,5,5,2,3,3,4,2,3,4,4,5,4,5,5,1,4,3,3,3,4,5,2,4,3
2,1,2002,4,3,2,3,3,2,2,4,4,5,1,4,4,5,4,4,4,4,5,5,4,5,4,4,4,3,3,2,3,4,5,4,4,5,4,1,4,5,5,4,4,4,5,5,4
4,2,2002,4,3,3,4,3,2,3,4,3,5,3,5,3,5,3,4,3,3,4,3,4,5,4,4,3,3,4,2,3,5,5,5,4,5,4,2,4,5,4,5,5,4,5,5,5
4,2,2004,4,3,4,3,2,1,3,2,3,4,1,3,4,3,4,4,4,5,3,3,5,3,4,3,3,5,4,3,5,3,5,5,5,5,4,1,4,4,4,3,4,4,2,4,3
5,2,2004,4,3,3,1,1,1,4,4,4,3,1,5,4,4,5,4,3,4,3,5,5,4,3,3,4,4,3,2,3,5,4,4,5,5,5,1,4,2,4,3,5,5,4,4,4
2,1,2003,4,5,4,3,3,5,4,5,5,4,1,4,5,5,2,3,3,3,4,3,5,4,5,3,3,3,4,1,4,5,5,4,4,4,5,1,5,4,3,3,5,4,4,4,5
6,2,2003,3,5,5,3,1,3,5,3,2,4,1,3,3,5,4,3,5,3,4,3,4,4,3,3,3,5,3,2,4,3,5,4,5,4,5,1,5,5,5,3,4,5,2,4,3
2,2,2002,3,1,5,3,3,5,3,4,3,3,1,3,5,5,3,4,5,4,5,5,4,3,4,5,5,5,4,2,3,4,4,5,5,5,5,1,4,5,2,5,4,5,5,3,4
3,1,2002,3,3,2,2,2,3,3,1,3,4,2,4,5,4,5,4,5,4,5,5,3,4,3,4,5,5,4,3,4,5,5,5,4,4,3,2,4,5,5,2,5,4,2,4,5
6,2,2002,3,4,3,2,3,2,2,3,3,3,2,3,4,3,3,4,3,3,5,5,3,3,3,1,3,4,3,2,3,4,4,4,5,5,5,1,3,3,5,4,4,5,5,5,4
2,1,2004,4,4,3,4,2,4,2,3,5,4,1,4,4,5,5,3,4,4,4,4,5,4,3,5,4,4,4,2,5,4,4,5,5,4,4,1,5,4,4,5,5,4,4,4,3
1,2,2002,4,1,4,3,5,5,3,4,2,1,2,3,5,5,3,3,3,3,4,4,3,4,5,4,4,4,5,3,3,3,4,5,4,5,4,2,4,4,4,3,5,5,4,4,5
6,1,2003,4,3,3,3,2,3,2,4,2,5,1,3,4,4,5,3,3,5,5,4,3,3,4,2,5,4,4,1,5,3,4,5,5,4,5,1,4,5,4,4,4,4,5,4,4
4,2,2004,3,1,3,4,1,2,4,3,4,4,1,4,3,4,4,3,4,4,5,5,4,4,3,3,3,3,4,5,3,5,4,5,4,5,5,1,5,3,3,2,3,4,2,4,3
5,1,2002,3,1,4,2,2,1,2,5,5,5,1,5,3,3,3,4,3,4,4,4,3,4,2,3,4,3,3,2,4,4,5,5,5,4,3,1,4,1,3,3,5,5,4,4,5
2,1,2003,4,3,3,3,1,2,3,5,4,5,2,3,4,3,3,4,5,4,4,5,4,5,3,3,3,4,5,5,3,5,4,4,4,4,5,1,4,3,4,5,3,5,2,5,4
3,1,2004,4,4,4,4,1,1,2,4,5,3,2,5,5,4,3,5,5,4,4,3,4,4,3,3,4,4,5,2,3,4,4,4,4,5,5,1,4,4,3,2,4,4,2,5,4
3,1,2003,3,3,4,4,1,4,4,5,3,5,1,5,5,4,3,5,3,4,4,5,3,4,4,3,3,5,5,4,5,5,5,4,4,4,5,2,4,4,5,3,3,4,5,5,5
6,2,2003,4,1,5,3,2,2,5,3,5,4,1,3,5,3,4,4,4,4,4,5,5,4,3,4,3,3,3,3,5,3,3,4,4,4,4,1,3,4,5,2,5,3,5,4,4
7,1,2004,3,1,3,3,5,3,5,5,5,4,2,3,4,5,5,4,3,4,4,5,4,4,4,3,2,5,3,2,5,5,4,4,4,5,5,2,3,3,4,5,4,4,2,4,4
6,1,2003,4,1,4,5,5,2,5,5,5,4,3,4,4,4,5,5,5,4,5,4,3,4,4,5,2,3,3,1,5,4,4,4,3,5,5,2,3,3,2,2,5,5,2,4,3
5,1,2004,4,2,5,4,3,1,3,4,5,4,1,3,5,5,2,3,3,5,4,4,4,4,5,4,4,4,5,2,5,3,4,5,4,5,3,1,4,3,3,3,3,3,4,4,4
2,2,2002,4,1,3,4,3,4,1,4,4,3,1,5,4,4,4,4,5,5,4,4,4,5,4,5,5,4,3,1,5,4,4,4,5,3,5,1,4,5,5,5,3,4,4,5,4
4,1,2002,4,3,3,1,2,3,3,5,2,5,2,3,4,3,3,3,4,4,4,4,3,4,2,3,5,5,5,2,4,5,4,4,5,5,5,2,4,4,3,2,5,4,2,5,4
5,2,2002,3,3,4,3,3,3,5,4,5,4,2,3,5,5,3,3,3,3,3,4,5,4,2,3,4,5,5,1,4,3,5,5,4,5,4,1,4,4,5,5,4,5,4,4,4
3,1,2003,3,3,3,4,1,2,4,4,4,4,1,5,5,4,3,4,5,5,4,5,5,4,5,3,3,3,5,5,4,4,4,4,4,4,3,2,4,4,3,3,3,4,5,4,3
7,1,2004,3,4,4,3,3,5,5,2,4,3,1,3,4,4,4,4,5,3,4,5,4,3,3,3,5,5,4,1,3,3,4,4,4,5,4,2,4,4,4,2,3,5,5,5,4
3,2,2004,4,1,4,1,1,1,1,4,2,2,1,5,5,4,4,5,3,4,3,4,5,4,3,3,4,4,5,2,3,5,4,4,4,4,5,1,4,4,5,3,3,4,4,4,4
1,2,2002,3,5,5,3,3,1,3,5,4,4,1,4,4,5,4,5,3,4,3,3,5,5,4,5,3,5,5,5,3,4,4,5,4,4,5,1,4,2,5,5,3,3,2,4,3
6,2,2002,3,5,4,3,1,2,4,5,2,1,1,3,3,4,3,3,3,5,3,4,5,4,3,3,4,5,3,3,5,4,4,4,5,5,5,1,4,4,3,5,4,4,2,4,5
6,2,2002,3,3,3,4,3,4,3,4,4,3,1,3,4,5,3,4,3,4,5,4,3,4,4,3,4,5,4,2,5,4,4,5,5,4,5,1,4,4,5,5,3,4,4,5,4
6,2,2003,3,1,4,4,5,3,4,4,4,4,1,3,4,4,3,4,5,4,5,5,3,5,3,4,4,3,5,1,4,4,5,4,3,5,4,1,4,4,3,4,5,5,4,4,4
3,1,2004,4,3,4,3,1,4,3,4,3,4,1,4,3,4,3,4,5,3,4,4,3,4,3,3,5,5,5,1,5,5,4,5,5,5,4,1,4,5,5,4,5,5,5,3,4
2,1,2002,2,5,2,4,3,3,4,1,3,4,2,3,5,4,3,4,4,4,3,5,4,5,3,3,3,5,5,4,5,5,4,5,4,4,4,1,5,4,5,4,4,5,2,4,3
7,2,2002,3,1,5,4,3,4,4,3,5,3,2,4,5,4,3,5,4,3,5,4,4,5,3,3,3,3,4,2,3,4,5,5,4,5,4,1,4,3,5,3,4,5,4,5,4
1,1,2004,4,1,3,4,1,1,4,5,5,5,2,5,4,5,3,4,4,5,4,5,4,3,4,2,3,4,4,1,5,4,4,4,4,5,5,1,4,4,4,4,4,4,4,4,3
6,1,2003,4,1,2,4,2,3,1,4,3,3,2,3,4,5,2,4,5,5,5,4,3,4,4,3,2,4,3,2,3,4,4,5,4,5,5,2,4,1,4,5,3,3,4,4,4
5,2,2003,3,2,3,2,2,5,3,3,4,3,1,4,4,3,2,5,3,4,5,3,3,4,3,5,4,5,4,3,3,3,4,4,5,4,3,1,4,4,3,4,5,5,5,4,4
3,2,2003,3,3,4,5,3,4,4,5,4,5,2,5,5,4,5,3,4,3,3,5,4,3,5,4,4,5,3,1,3,4,4,5,5,5,5,1,4,4,3,5,4,4,2,4,3
4,2,2004,3,1,5,4,3,1,4,4,3,5,1,3,5,4,3,4,5,4,4,4,4,4,4,5,4,4,5,2,3,3,4,4,4,5,3,2,4,4,5,3,5,5,5,4,4
2,2,2004,3,3,4,4,2,1,4,4,4,5,1,4,4,4,5,3,4,4,5,4,5,3,4,4,2,5,4,3,4,5,4,4,3,4,5,1,4,3,4,3,5,4,5,4,3
6,2,2002,4,1,4,1,4,1,4,4,3,2,1,4,5,4,5,5,4,4,4,4,4,4,5,3,5,4,5,1,5,5,4,4,4,5,4,1,4,5,2,4,5,5,2,4,5
6,2,2002,4,3,3,4,1,1,5,4,3,5,1,4,5,4,3,3,3,5,4,5,4,4,3,4,3,5,4,2,4,4,4,5,4,5,5,1,4,2,4,2,3,5,2,4,4
5,1,2002,3,3,5,5,2,1,3,5,4,5,2,5,5,4,5,4,4,4,5,3,3,5,3,1,3,3,4,3,4,4,4,4,5,5,4,2,3,4,5,3,5,4,4,3,4
5,1,2004,3,4,4,5,3,1,4,3,5,4,2,3,5,3,4,5,5,4,5,4,5,4,3,3,4,4,4,3,5,5,3,5,4,5,5,3,4,4,5,4,4,4,4,4,3
3,2,2004,3,4,5,4,3,2,2,5,5,5,1,4,4,4,5,4,3,4,4,3,3,4,3,4,3,5,5,1,5,3,3,4,4,4,5,1,4,4,5,5,4,4,2,4,4
7,1,2002,3,3,2,5,2,5,4,3,4,4,2,5,5,3,4,4,3,4,5,5,4,4,4,3,5,4,3,1,4,4,4,5,4,5,5,1,3,4,4,4,5,4,5,5,3
4,1,2003,3,4,4,4,1,3,3,4,5,2,1,3,4,5,4,3,4,4,5,4,3,4,5,3,4,5,3,4,5,4,4,4,4,5,5,1,4,4,5,5,5,5,5,4,3
7,1,2002,3,2,2,3,1,3,3,5,4,5,1,5,4,5,4,3,4,4,4,3,5,5,3,5,5,3,4,1,3,4,4,4,5,4,4,2,4,4,4,4,5,5,4,5,4
7,2,2002,3,2,4,4,2,3,2,4,3,4,2,4,5,3,4,5,3,4,4,5,3,5,3,3,4,4,4,3,3,5,3,4,4,3,5,1,4,5,3,2,5,5,5,4,4
3,1,2002,2,1,1,4,2,5,5,3,5,5,3,4,3,4,4,3,4,4,4,4,4,4,5,5,3,5,5,2,5,5,5,5,5,3,5,2,4,4,4,3,4,4,5,4,4
4,1,2002,4,1,3,2,2,3,1,4,5,4,1,4,4,3,4,4,4,5,4,4,4,5,3,4,4,5,5,5,3,4,4,4,5,3,5,2,4,4,2,3,4,5,5,4,4
5,1,2003,3,3,4,4,3,2,4,2,3,4,2,4,4,5,4,3,5,4,4,4,5,5,2,3,4,3,5,3,3,4,4,4,4,4,4,1,4,5,5,4,3,5,2,5,4
3,1,2004,3,1,5,4,4,1,4,5,4,4,3,4,4,3,5,4,4,4,4,3,5,4,3,4,2,4,4,1,3,3,4,4,5,4,5,1,3,1,5,5,3,4,5,5,4
5,1,2004,3,3,4,3,2,3,5,4,3,5,2,5,3,3,5,4,4,4,3,5,3,4,3,4,3,3,3,4,5,3,4,5,4,4,4,1,4,5,5,3,4,5,5,4,4
4,1,2004,3,3,2,3,2,2,2,2,5,4,1,4,4,3,5,5,4,4,4,4,4,3,3,4,5,3,5,1,4,3,4,4,4,3,5,1,4,4,5,5,4,3,2,4,4
6,1,2004,4,3,5,2,3,2,2,4,3,4,2,3,5,4,3,3,4,4,5,5,4,3,3,4,3,4,3,5,5,3,4,4,4,5,4,3,4,1,3,4,4,5,4,4,3
4,2,2003,3,3,3,3,1,3,5,5,3,4,2,3,4,5,4,4,4,4,4,3,4,3,4,4,3,4,3,4,3,5,4,4,5,3,4,1,4,3,2,4,5,4,2,4,5
7,1,2002,4,4,3,4,1,2,4,5,3,1,2,4,5,3,5,3,5,3,5,3,5,5,5,3,5,4,3,2,5,5,5,4,5,3,4,2,4,5,3,4,5,5,5,4,4
6,2,2002,4,3,2,2,5,1,5,3,5,3,2,4,5,3,3,5,4,4,4,4,4,3,4,5,4,5,3,4,3,5,4,5,4,4,4,1,4,4,4,5,5,4,5,4,5
3,1,2004,4,2,3,3,3,1,1,4,3,3,1,5,3,3,3,5,4,5,4,5,3,4,5,3,4,3,5,3,3,5,4,4,5,4,5,1,4,5,3,4,4,5,2,4,3
6,1,2003,4,4,3,5,1,4,5,4,3,4,3,5,4,5,5,4,3,4,4,4,3,3,4,4,2,3,5,1,5,5,4,4,4,5,5,1,4,5,3,3,4,4,2,4,5
1,1,2004,3,1,3,3,1,3,3,4,5,4,2,4,4,4,3,5,4,4,4,5,4,4,5,3,4,3,4,3,3,4,4,5,5,5,3,2,3,3,5,5,3,4,4,4,4
2,1,2004,3,3,5,2,2,4,5,4,5,4,1,5,4,3,5,4,3,5,5,4,4,5,3,4,3,3,3,2,4,3,4,5,4,3,4,1,4,5,5,3,5,4,2,4,3
5,1,2002,2,2,4,4,2,1,3,3,2,4,3,5,4,4,3,4,5,3,4,5,3,4,4,3,4,3,4,2,5,5,4,4,4,5,4,3,3,4,5,5,4,5,5,4,3
7,2,2002,4,1,5,4,2,2,5,4,3,5,1,5,5,5,2,3,5,4,4,3,3,5,5,2,3,5,5,3,4,5,3,4,5,5,3,2,4,5,4,3,5,4,5,5,4
7,1,2003,3,1,5,4,2,2,2,4,3,5,2,5,4,5,5,5,3,4,4,3,5,4,3,4,5,4,4,3,3,3,5,4,5,5,4,1,4,5,5,2,4,5,4,4,5
7,1,2004,3,1,3,2,3,4,5,3,4,4,1,4,4,5,3,3,5,4,3,4,3,5,3,5,4,4,4,3,3,5,4,5,5,5,4,3,3,4,4,2,5,5,4,4,3
3,2,2003,3,4,5,2,2,1,4,2,4,4,3,5,3,5,4,4,5,3,4,4,3,5,2,2,5,4,4,5,5,4,3,4,4,3,3,1,4,3,4,4,3,4,4,5,4
3,2,2003,3,1,4,4,4,3,5,5,3,4,3,5,3,4,3,4,4,5,5,5,3,4,3,3,3,4,3,5,4,5,3,4,5,5,4,2,4,3,4,5,5,4,2,5,3
6,2,2002,3,3,5,5,1,3,4,4,3,5,2,5,5,3,5,4,3,3,5,4,3,5,3,5,5,5,5,2,3,4,4,4,4,3,4,1,5,3,4,5,5,5,5,5,5
3,2,2003,3,1,3,5,4,1,5,4,4,2,2,5,5,4,3,4,4,5,5,4,4,5,4,2,5,5,5,2,4,5,3,4,5,4,3,1,3,5,3,4,4,4,4,3,4
3,2,2004,4,4,3,4,1,4,2,4,5,4,2,4,5,4,5,5,3,4,3,5,3,4,4,3,4,4,4,3,3,3,4,4,5,5,4,1,4,3,4,3,5,4,4,5,4
4,1,2004,2,1,4,3,1,4,4,4,3,5,1,3,4,4,5,4,3,4,3,4,3,4,3,3,5,4,3,1,3,3,5,5,4,5,4,2,3,3,3,2,4,4,2,5,5
7,1,2002,4,2,2,4,3,2,3,5,4,1,2,4,3,4,5,4,3,3,4,4,3,5,3,3,4,5,4,4,3,5,4,4,4,5,4,1,4,4,4,3,3,5,2,4,3
6,2,2004,3,1,4,4,2,1,5,4,4,4,1,3,4,4,4,5,3,4,3,4,4,5,3,5,3,3,5,3,3,4,5,5,5,4,5,1,4,4,3,3,3,5,5,4,4
4,2,2003,4,3,4,4,2,1,3,5,4,4,2,3,3,4,3,3,5,4,5,3,3,3,4,4,3,4,5,2,3,4,5,4,5,5,5,2,4,5,4,3,4,4,2,4,3
5,1,2004,3,3,2,5,2,1,3,2,5,5,3,4,4,4,4,3,4,5,4,3,3,5,4,3,5,3,4,1,4,4,4,4,5,5,5,1,3,4,4,5,4,5,5,4,3
3,1,2004,4,1,4,3,3,1,2,5,4,3,1,4,5,3,3,5,5,3,5,4,3,4,3,5,4,4,4,1,3,5,4,5,5,4,5,1,4,3,5,3,4,5,5,4,4
6,1,2003,4,1,5,5,3,2,5,4,4,5,2,4,4,4,4,4,5,4,4,4,4,5,4,1,5,5,3,1,4,5,4,5,5,5,4,1,5,4,5,2,4,4,5,5,4
2,1,2003,3,5,4,3,2,2,5,5,5,4,2,5,3,3,3,3,4,5,5,5,4,4,5,3,2,3,3,2,4,5,4,5,5,5,3,2,4,3,3,5,3,4,5,5,4
3,2,2003,3,1,4,2,1,2,3,3,4,5,3,4,3,5,3,3,3,4,3,4,3,3,3,3,4,3,4,4,5,3,4,5,4,4,5,1,4,1,4,2,4,3,4,4,3
1,1,2002,4,1,4,5,1,3,4,5,4,5,2,4,5,4,4,4,5,4,4,5,4,5,2,3,5,4,5,3,4,4,4,4,4,4,5,2,4,5,4,2,3,4,4,4,4
7,2,2004,4,1,4,2,2,2,3,4,5,5,2,3,3,4,2,5,3,4,3,5,4,5,3,2,3,3,5,3,5,4,4,4,4,4,5,2,4,3,4,3,4,5,5,3,3
3,2,2002,3,1,1,4,5,4,3,4,5,2,2,3,4,5,3,5,3,5,5,4,4,5,5,4,2,4,4,3,4,4,5,5,4,5,4,2,4,4,4,3,5,4,2,4,4
6,1,2002,4,2,2,2,3,2,3,2,4,5,2,4,4,4,4,4,4,4,4,4,3,4,3,5,5,4,4,1,5,5,4,5,4,5,4,2,4,3,5,2,5,4,5,4,4
4,1,2002,3,1,3,5,2,3,4,4,4,3,2,5,5,3,5,4,3,5,4,4,5,5,3,3,3,5,5,1,4,5,4,4,3,5,5,1,4,3,5,5,5,5,5,5,4
2,1,2002,4,1,3,3,4,2,5,4,4,4,1,3,4,4,4,3,5,5,3,4,4,3,3,5,2,4,4,1,5,5,4,4,4,4,5,1,4,4,5,4,4,4,5,5,4
1,1,2002,3,4,4,3,2,2,3,5,5,4,1,4,4,4,3,4,5,4,4,5,4,3,3,4,3,5,4,3,4,4,3,5,4,5,5,3,4,5,4,4,5,5,4,4,3
1,2,2002,3,1,3,5,2,1,4,4,3,5,3,4,5,5,3,3,5,4,5,3,4,4,3,4,5,5,4,1,3,3,4,4,5,4,5,1,4,4,4,3,3,4,4,4,4
7,2,2004,3,1,3,3,2,1,4,4,5,4,1,5,4,4,3,5,4,5,4,5,3,4,3,5,5,3,5,2,5,5,4,5,4,5,5,1,4,4,4,5,4,5,2,4,4
1,1,2003,3,2,3,3,5,2,3,4,3,4,1,5,5,4,5,5,3,4,3,5,4,4,4,2,5,4,5,3,4,4,4,4,5,5,4,1,3,4,4,2,5,4,5,5,3
2,2,2004,4,4,4,4,1,4,3,5,4,4,2,3,4,4,4,4,4,4,5,4,5,5,5,3,5,5,5,1,3,5,5,4,5,5,4,2,5,3,3,5,4,4,5,5,4
1,1,2002,3,1,5,3,1,2,2,5,3,3,2,4,4,3,2,4,5,4,3,4,4,5,4,4,4,4,3,1,4,3,5,4,4,5,5,1,5,5,3,5,4,3,5,4,4
7,2,2002,4,1,4,3,1,1,2,3,3,3,2,5,5,4,4,3,4,5,5,4,4,3,2,3,4,4,5,3,5,4,5,4,4,3,5,2,4,1,2,4,4,4,4,4,5
5,2,2002,2,1,3,4,5,2,5,4,3,4,1,3,4,4,5,5,3,4,4,5,3,5,5,3,2,5,3,3,4,3,5,5,3,3,5,2,4,5,4,5,3,5,4,5,4
3,2,2003,3,1,4,5,5,1,1,4,4,4,2,5,4,3,4,3,4,4,5,4,4,3,4,3,3,5,3,3,3,5,4,5,4,4,5,1,5,4,2,3,4,5,2,5,4
6,2,2002,4,1,4,3,1,3,5,3,5,2,2,5,5,5,5,5,3,3,4,5,3,5,3,5,4,4,5,3,4,3,4,4,3,5,4,1,4,4,2,5,5,4,5,4,5
6,1,2003,2,1,3,2,4,3,4,4,5,3,1,4,5,4,4,4,5,4,5,4,3,3,5,3,3,3,3,2,4,5,4,5,5,5,4,2,4,4,5,4,4,5,5,4,4
3,1,2002,3,1,4,3,2,1,4,5,2,3,2,4,4,3,3,5,4,5,5,4,4,3,4,3,4,3,3,2,5,4,4,5,5,5,4,2,5,3,5,4,4,5,2,4,4
7,1,2003,3,3,4,2,2,3,4,5,3,3,2,5,4,3,4,4,5,3,5,5,3,5,4,3,4,3,4,2,3,5,4,5,3,4,5,1,4,4,4,4,4,4,5,4,5
7,2,2003,3,2,4,4,5,1,2,3,4,5,1,4,5,3,4,5,3,4,4,3,3,4,4,3,5,3,3,5,4,3,5,4,4,5,4,2,4,4,5,4,4,4,5,5,5
2,1,2002,3,2,4,2,2,2,3,5,4,3,1,4,4,4,5,3,5,4,4,4,3,3,4,4,3,4,4,1,4,4,5,4,5,5,5,1,5,4,3,3,3,4,4,5,4
4,1,2004,2,4,3,5,3,3,4,4,3,3,1,3,4,5,3,3,5,5,5,4,3,5,2,3,4,3,5,1,4,4,4,5,5,5,5,1,4,4,5,5,4,5,5,5,3
3,2,2002,4,1,3,4,2,4,3,3,5,4,1,3,4,3,4,5,3,4,4,4,5,5,3,3,4,5,5,4,3,5,4,4,3,5,5,1,4,1,4,5,5,4,4,4,4
4,1,2002,3,3,3,4,3,3,2,5,3,4,1,4,3,4,4,5,5,4,5,4,5,5,3,4,4,3,4,2,5,3,4,5,4,4,5,2,5,4,4,3,3,4,5,5,3
6,2,2003,3,1,3,4,2,4,5,5,3,4,1,4,4,4,4,5,3,5,4,5,3,5,4,4,3,3,4,2,3,4,5,5,5,5,5,1,4,3,3,3,5,3,2,5,4
